input_value,input_label,pred_value,pred_label
55,normal,54.83725,normal
52,normal,53.867653,normal
53,normal,53.85977,normal
54,normal,54.57431,normal
35,normal,35.770115,normal
56,elevated,55.86963,elevated
53,normal,52.355343,normal
28,normal,27.909222,normal
40,normal,39.03506,normal
78,elevated,80.96646,elevated
62,elevated,62.700733,elevated
52,normal,52.223392,normal
60,elevated,61.125355,elevated
53,normal,53.984806,normal
55,normal,53.17723,normal
56,elevated,55.15351,elevated
53,normal,53.137535,normal
36,normal,33.914474,normal
51,normal,50.221836,normal
72,elevated,69.184,elevated
58,elevated,57.850708,elevated
54,normal,53.99436,normal
59,elevated,59.04062,elevated
84,elevated,89.89052,elevated
56,elevated,55.511055,elevated
44,normal,43.198196,normal
61,elevated,61.492165,elevated
53,normal,46.481266,normal
48,normal,50.224354,normal
73,elevated,72.58436,elevated
52,normal,53.028225,normal
54,normal,53.004173,normal
49,normal,47.042015,normal
59,elevated,58.51737,elevated
54,normal,52.9708,normal
56,elevated,53.535503,normal
54,normal,53.74581,normal
52,normal,52.044056,normal
59,elevated,59.700123,elevated
56,elevated,54.62219,normal
31,normal,30.314236,normal
57,elevated,58.184715,elevated
59,elevated,58.092133,elevated
73,elevated,78.251434,elevated
65,elevated,64.31521,elevated
36,normal,34.721146,normal
61,elevated,62.340366,elevated
66,elevated,67.14432,elevated
54,normal,53.18174,normal
59,elevated,56.891045,elevated
54,normal,52.880634,normal
54,normal,53.877323,normal
54,normal,52.782303,normal
49,normal,48.83063,normal
51,normal,51.896523,normal
60,elevated,58.94008,elevated
39,normal,38.469353,normal
57,elevated,57.236572,elevated
54,normal,54.723873,normal
29,normal,29.167934,normal
62,elevated,61.141922,elevated
57,elevated,55.729424,elevated
50,normal,49.113358,normal
41,normal,37.894062,normal
52,normal,55.18582,elevated
54,normal,52.38047,normal
47,normal,47.81553,normal
37,normal,37.141342,normal
56,elevated,55.84369,elevated
69,elevated,71.29262,elevated
52,normal,46.964844,normal
57,elevated,57.218235,elevated
44,normal,39.988457,normal
61,elevated,58.93782,elevated
53,normal,53.449448,normal
78,elevated,77.47137,elevated
45,normal,44.207024,normal
54,normal,53.487442,normal
56,elevated,55.445896,elevated
47,normal,48.485073,normal
52,normal,50.919212,normal
52,normal,52.009415,normal
61,elevated,60.344627,elevated
